主办方,计数
西南交大教务处 西南交大实验室及设备管理处,1
西南交大社团联、团委 等,1
西南交通大学,1
西南交通大学2014首届国际大学生文化艺术节组委会、学生工作处,1
西南交通大学信息学院软件工程实验中心 等,2
西南交通大学国际创新创业学院 等,2
西南交通大学国际处,1
西南交通大学实验室与设备管理处、机械工程学院、国家级机械基础实验教学示范中心,6
西南交通大学实验室及设备管理处,1
西南交通大学实验室及设备管理处、教务处、研究生院、学生处、人事处、校团委,2
西南交通大学实验室及设备管理处、教务处、研究生院、学生工作处、校团委、招生就业处、信息科学与技术学院,15
西南交通大学实验室及设备管理处、西南交通大学教务处、西南交通大学数学学院、西南交通大学社团联合会,1
西南交通大学峨眉校区校团委 等,1
西南交通大学教务处,12
西南交通大学教务处 等,10
西南交通大学教务处、研究生院、学生处、人事处、团委,15
西南交通大学教务处、研究生院、学生处、人事处、团委、交通运输与物流学院,6
西南交通大学教务处、研究生院、学生处、人事处、团委、地球科学与环境工程学院,2
西南交通大学教务处、研究生院、学生处、人事处、团委、建筑学院实验中心,1
西南交通大学教务处、研究生院、学生处、人事处、团委、经济管理学院,1
西南交通大学数学建模协会,1
西南交通大学数学建模协会 等,1
西南交通大学新媒体联盟、西南交通大学大学生摄影协会,1
西南交通大学校团委,1
西南交通大学校实验室及设备管理处、人事处、学生处、校团委,2
西南交通大学校实验室及设备管理处、科技处、教务处、学生处、校团委、力学与工程学院,1
西南交通大学生命学院,1
西南交通大学社团联合会 等,1
西南交通大学资产与实验室管理处 等,1
西南大学 等,1
西南政法大学,1
西南林业大学 国际睡莲及水景学会 中国风景园林学会教育工作委员会 《中国园林》杂志社 中国花卉协会荷花分会,1
西城区委宣传部,1
西安,1
西安 等,1
西安交通大学 等,3
西安交通大学、西北大学、西安电子科技大学、空军工程大学、第二炮兵工程大学,1
西安交通大学教务处,2
西安交通大学理学院、教务处、工程坊,1
西安交通大学电子运动会组委会,2
西安市人民政府,2
西安市小动物保护协会  等,2
西安市文化和旅游局 等,1
西安晚报 等,1
西安电子科技大学,1
西安电子科技大学“第五届全国大学生工程训练综合能力竞赛”组织委员会,1
西安电子科技大学外国语学院 等,1
西安电子科技大学外国语学院竞赛基地,2
西安电子科技大学教务处,6
西安电子科技大学教务处 等,1
西安电子科技大学数学与统计学院 等,1
西安电子科技大学海棠八号书院科技创新协会,1
西安电子科技大学网络与信息安全学院,1
西安电影制片厂,1
西安科技大学,1
西安科技大学教务处,7
西安科技大学教务处  等,1
西安科技大学教务处 等,9
西省复合材料研究学会 等,1
西藏大学教务处,2
西藏自治区民委,1
视觉ME,1
视觉中国,1
解放军新闻传播中心网络部,1
詹姆士‧戴森基金会,1
计算机大会组委会(ISC)、国际高性能计算咨询委员会(HPC AC),1
计算机爱好者协会,1
计算机科学与工程学院团委,1
认证杯数学建模国际赛组织委员会 等,1
讯达集团 等,1
诗刊社 等,1
诗经吟唱与才艺大赛志愿者服务队,1
语文学习报编辑部,1
诸暨市人民政府,1
诸暨市人民政府 等,1
读者出版集团、读者杂志社,1
读者杂志社,5
谷歌,2
豆瓣阅读,1
財團法人東元科技文教基金會,1
贝塔斯曼,2
贝恩,1
财团法人东元科技文教基金会 等,1
财团法人自行车暨健康科技工业研究发展中心 (CHC),1
财政部会计司 等,1
贵州大学,1
贵州大学教务处,1
贵州工程应用技术学学院教务处 等,1
贵州省大数据发展管理局 等,1
贵州省委宣传部 等,1
贵州省工业和信息化厅,1
贵州省工业和信息化厅、贵州省人力资源和社会保障厅、贵州省教育厅、贵州省总工会、共青团贵州省委,1
贵州省广告协会,1
贵州省文化和旅游厅 等,1
贵州省文明委 等,1
贵州省新闻工作者协会、贵州省网络文化发展协会、贵州省互联网发展协会,1
贵州省民宗委 等,1
贵州省水利厅 等,1
贵州省科学技术协会 等,1
贵州省经济和信息化委员会,1
贵州省美术家协会 等,1
贵阳大数据交易所,1
贵阳市人民政府,1
贵阳市人民政府 等,2
贵阳市公安交通管理局,1
资产与实验实管理处,1
资产与实验室管理处 等,1
资源与地球科学学院,4
赛唯（Siwe）移动互联网实验室、大连理工大学创新实验学院,1
赛尔网络有限公司,1
赛思SESH,1
赛思SESH团队 等,1
赛思项目 等,1
赛氪,3
赛氪官方,1
赛氪网,1
赛氪考研,2
赣州市文化广电新闻出版旅游局,1
超级数学建模,1
趋势科技中国研发中心,1
跟谁学 等,1
软件学院、创新实验学院、教务处,1
辽宁省农业农村厅 等,1
辽宁省创新方法研究会,1
辽宁省包装联合会 等,1
辽宁省工业和信息化厅、大连市人民政府、华为技术有限公司,1
辽宁省广播电视局 等,1
辽宁省教育厅,11
辽宁省教育厅 等,12
辽宁省教育厅、辽宁省财政厅,2
辽宁省数学会,1
辽宁省文明办 等,1
辽宁省模拟联合国大会,1
辽宁省科学技术协会 等,1
辽宁石油化工大学,1
辽宁石油化工大学化学化工与环境学部 等,1
辽宁科技大学,7
辽宁轨道交通职业学院,2
辽宁轨道交通职业学院管理工程系,1
运城市粮食局,1
远见者杯全国大学生创新促进就业大赛组委会,6
连云港市委宣传部 等,1
迪卡侬,1
退役军人事务部 等,1
遂宁市教育和体育局 等,1
遂昌县人民政府,1
遂溪文旅,1
道合设计 等,1
邢台市文学艺术界联合会,1
邯郸学院 等,1
邯郸学院、共青团邯郸市委、邯郸市作家协会《九月》杂志社,1
邯郸学院、邯郸市作家协会,1
邵东市人民政府,1
邵阳职业技术学院,2
郎酒集团,1
郑商所、中期协,1
郑州商品交易所 等,3
郑州大学校团委 等,1
郑州市卫生健康委员会  郑州航空港经济综合实验区管委会  世界生命科技大会组委会,1
郑州市科学技术局 等,2
郑州市科技局,1
郑州市科技局 等,1
郑州郑东新区中原科技城委员会 等,1
鄂尔多斯市人民政府,1
鄂尔多斯市人民政府 等,1
鄱阳湖国际观鸟周,1
里仁学院创新创业指导中心,1
重庆中国三峡博物馆、重庆市博物馆协会、重庆宣传文化发展基金会,1
重庆大学图书馆 等,1
重庆大学土木工程学院学生会,1
重庆大学数模组委会,1
重庆大学机器人创新团队   机器人爱好者协会,1
重庆大学电气工程学院,1
重庆大学研究生院,1
重庆大学零壹工作室,2
重庆市人力资源和社会保障局,3
重庆市人力资源和社会保障局 等,2
重庆市人民政府,1
重庆市大数据应用发展管理局 等,1
重庆市委宣传部 等,1
重庆市教委,2
重庆市教育委员会 等,1
重庆市文学艺术界联合会 等,1
重庆市温泉旅游行业协会 等,1
重庆市版权局 等,1
重庆市生态环境局 等,1
重庆市电影家协会 等,1
重庆市科学技术局,1
重庆市科学技术局 等,1
重庆市经济和信息化委员会 等,1
重庆征信有限责任公司,2
重庆法制报社,1
重庆海联职业技术学院 等,1
重庆理工大学 等,1
重庆理工大学教务处,1
重庆移通学院、晋中信息学院、泰山科技学院,1
重庆邮电大学移通学院创意写作中心,1
重庆邮电大学移通学院创意写作学院,1
金华市人民政府,1
金华市文联 等,1
金华市经济和信息化委员会,1
金地物业,1
金山办公,1
金斯瑞生物科技,1
金星英语委员会,1
金桥（集团） 等,1
金点设计,1
金砖国家工商理事会 等,1
金砖国家工商理事会中方理事会 等,1
金程教育,1
金箍棒工业产品设计江阴有限公司,1
金蝶,1
金融极客网,1
金門縣文化局,1
铁路BIM联盟 等,1
银川科技学院,6
银川科技学院团委,5
银联,1
长三角创意经济合作专业委员会,1
长三角电影联盟 等,1
长大棋社,1
长宁区新时代文明实践中心 等,1
长春市人民政府,1
长春市共青团委,1
长江大学教务处,1
长江文明馆（武汉自然博物馆）,1
长江证券 等,2
长沙学院数学建模协会,1
长沙市工信局和省技术产权交易中心 等,1
长沙市文化旅游广电局,1
长沙市文化旅游广电局、长沙市科学技术协会,1
长沙银行 等,1
长治医学院数学建模协会,1
闽侯县人民政府,1
闽南师范大学,4
闽南师范大学教务处,4
阿克苏诺贝尔,1
阿坝藏族羌族自治州人民政府、四川省作家协会,1
阿里中间件 等,1
阿里云,2
阿里云大学 等,1
阿里巴巴,2
阿里巴巴集团,1
陇南师专团委 等,1
陈伯吹儿童文学基金专业委员会 等,1
陕西五校（西安交通大学、西安电子科技大学、长安大学、空军工程大学、西安理工大学、西安邮电大学）,1
陕西漫画研究会会长,1
陕西省信号处理学会,1
陕西省大学生程序设计竞赛组委会,1
陕西省妇女联合会 等,2
陕西省妇女联合会、西安市妇女联合会、西安市碑林环大学创新产业带管委会,1
陕西省委宣传部,1
陕西省室内装饰协会,1
陕西省建设工会委员会 等,1
陕西省建设教育协会,1
陕西省教育厅,4
陕西省教育厅、陕西省文化厅、陕西省文学艺术界联合会、陕西省美术家协会、西安美术学院,1
陕西省数学会 等,1
陕西省文化产业协会 等,1
陕西省文化和旅游厅 等,1
陕西省文化和旅游厅 陕西省教育厅 陕西省文物局 共青团陕西省委员会 中国贸易促进委员会陕西省分会,1
陕西省机械工程学会,1
陕西省环境保护厅 等,1
陕西省生态环境厅、陕西省教育厅、陕西省水利厅、陕西省林业局、陕西省团省委、陕西省戏剧家协会,1
陕西省第十七届运动会榆林市筹备委员会,1
陕西省翻译协会   等,1
陕西省翻译协会 等,3
陕西省青年文学协会,2
陕西艺术摄影学会、甘肃省现代摄影学会、青海省国际文化经济交流协会、新疆中华传统文化研究会、宁夏艺术摄影学会、国际摄影协会,1
院公共课程教学部,1
陶氏化学,1
雄安新区党工委管委会宣传网信局,3
雄安新区未来工业设计研究院,2
雪仙丽,1
青少年科技创意大赛,1
青岛农业大学,3
青岛农业大学 等,1
青岛农业大学创新创业学院,1
青岛农业大学大学生社团联合会,1
青岛农业大学教务处,1
青岛农业大学教务处 等,1
青岛农业大学校团委 等,1
青岛农业大学理学与信息科学学院团委,1
青岛大学,2
青岛大学创新创业学院 等,7
青岛大学教务处,1
青岛大学教务处 等,8
青岛大学数学建模研究学会 等,1
青岛市工业和信息化局,1
青岛市工业和信息化局 等,1
青岛市市场监督管理局  等,1
青岛市文学艺术界联合会 等,1
青岛市科学技术协会,1
青岛市科学技术协会 等,1
青岛海尔特种电冰柜有限公司,1
青岛理工大学（临沂）基础部,1
青岛高校数学建模联盟 等,1
青海大学土木工程学院 等,1
青海省委宣传部 等,1
青海省教育厅,2
青海赛区委员会,1
青艺美术中心,1
靳埭强设计奖,1
靳埭强设计奖全球华人设计比赛组委会,1
鞍山师范学院,2
韩国国际文化交流振兴院 等,1
韩素音国际翻译大赛组委会,1
音乐窝,1
音乐霸,1
音乐霸，由布拉沃科技有限公司所营运,1
韶关市人民政府,1
韶关市工业和信息化局,1
顺丰,1
顺丰航空有限公司,1
飞马旅,1
饿了么,1
首尔汝矣岛汉江公园,1
首届“上证杯”上海大学生创新创业大赛,1
首都科技服务业协会,1
首都精神文明建设委员会办公室 等,1
香港中华煤气有限公司,1
香港中文大学《独立时代》中文电子杂志社 等,1
香港中文大学（深圳） 等,1
香港环亚国际艺术文化传播有限公司、环亚国际设计协师协会（ADA）,1
香港艺术发展局 等,1
香港艺术设计研究院 等,1
香港骏辰帝国科技有限公司,1
马中教育文化交流协会,1
马克思主义学院 等,1
马鞍山市文化和旅游局,1
